,el,er,ia,sr
726,6.0,-4.0,3.0,0.0
727,2.0,10.0,0.0,0.0
728,1.0,10.0,0.0,0.0
729,1.0,10.0,0.0,0.0
730,1.0,10.0,0.0,0.0
731,1.0,10.0,0.0,0.0
732,1.0,10.0,0.0,0.0
733,1.0,10.0,0.0,0.0
734,2.0,0.0,1.0,0.0
735,2.0,10.0,0.0,0.0
736,1.0,10.0,0.0,0.0
737,1.0,10.0,0.0,0.0
738,3.0,8.0,1.0,0.0
739,1.0,10.0,0.0,0.0
740,1.0,10.0,0.0,0.0
741,1.0,10.0,0.0,0.0
742,2.0,10.0,0.0,0.0
743,1.0,10.0,0.0,0.0
744,1.0,10.0,0.0,0.0
745,2.0,10.0,0.0,0.0
746,2.0,10.0,0.0,0.0
747,1.0,10.0,0.0,0.0
748,4.0,8.0,1.0,0.0
749,3.0,-2.0,2.0,0.0
750,2.0,10.0,0.0,0.0
751,1.0,10.0,0.0,0.0
752,1.0,10.0,0.0,0.0
753,1.0,10.0,0.0,0.0
754,2.0,10.0,0.0,0.0
755,2.0,10.0,0.0,0.0
756,4.0,8.0,1.0,0.0
757,4.0,8.0,1.0,0.0
758,2.0,0.0,1.0,0.0
759,2.0,10.0,0.0,0.0
760,1.0,10.0,0.0,0.0
761,1.0,10.0,0.0,0.0
762,4.0,8.0,1.0,0.0
763,1.0,10.0,0.0,0.0
764,11.0,-18.0,9.0,0.0
765,1.0,10.0,0.0,0.0
766,1.0,10.0,0.0,0.0
767,1.0,10.0,0.0,0.0
768,1.0,10.0,0.0,0.0
769,1.0,10.0,0.0,0.0
770,1.0,10.0,0.0,0.0
771,1.0,10.0,0.0,0.0
772,7.0,2.0,4.0,0.0
773,1.0,10.0,0.0,0.0
774,3.0,10.0,0.0,0.0
775,1.0,10.0,0.0,0.0
776,1.0,10.0,0.0,0.0
777,1.0,10.0,0.0,0.0
778,1.0,10.0,0.0,0.0
779,1.0,10.0,0.0,0.0
780,1.0,10.0,0.0,0.0
781,1.0,10.0,0.0,0.0
782,11.0,-16.0,8.0,0.0
783,2.0,8.0,1.0,0.0
784,2.0,8.0,1.0,0.0
785,11.0,-16.0,8.0,0.0
786,1.0,10.0,0.0,0.0
787,1.0,10.0,0.0,0.0
788,2.0,10.0,0.0,0.0
789,1.0,10.0,0.0,0.0
790,2.0,8.0,1.0,0.0
791,1.0,10.0,0.0,0.0
792,1.0,10.0,0.0,0.0
793,1.0,10.0,0.0,0.0
794,1.0,10.0,0.0,0.0
795,2.0,10.0,0.0,0.0
796,1.0,10.0,0.0,0.0
797,5.0,6.0,2.0,0.0
798,4.0,6.0,2.0,0.0
799,3.0,-10.0,2.0,0.0
800,1.0,10.0,0.0,0.0
801,2.0,10.0,0.0,0.0
802,2.0,8.0,1.0,0.0
803,1.0,10.0,0.0,0.0
804,1.0,10.0,0.0,0.0
805,1.0,10.0,0.0,0.0
806,2.0,10.0,0.0,0.0
807,1.0,10.0,0.0,0.0
808,1.0,10.0,0.0,0.0
809,1.0,10.0,0.0,0.0
810,1.0,10.0,0.0,0.0
811,1.0,10.0,0.0,0.0
812,11.0,-18.0,9.0,0.0
813,1.0,10.0,0.0,0.0
814,11.0,-16.0,8.0,0.0
815,1.0,10.0,0.0,0.0
816,2.0,10.0,0.0,0.0
817,1.0,10.0,0.0,0.0
818,1.0,10.0,0.0,0.0
819,1.0,10.0,0.0,0.0
820,3.0,8.0,1.0,0.0
821,2.0,8.0,1.0,0.0
822,1.0,10.0,0.0,0.0
823,1.0,10.0,0.0,0.0
824,2.0,0.0,1.0,0.0
825,11.0,-18.0,9.0,0.0
826,4.0,-12.0,3.0,0.0
827,2.0,10.0,0.0,0.0
828,1.0,10.0,0.0,0.0
829,1.0,10.0,0.0,0.0
830,1.0,10.0,0.0,0.0
831,11.0,-14.0,7.0,0.0
832,1.0,10.0,0.0,0.0
833,7.0,2.0,4.0,0.0
834,2.0,8.0,1.0,0.0
835,10.0,-2.0,6.0,0.0
836,1.0,10.0,0.0,0.0
837,11.0,-14.0,7.0,0.0
838,1.0,10.0,0.0,0.0
839,2.0,8.0,1.0,0.0
840,1.0,10.0,0.0,0.0
841,1.0,10.0,0.0,0.0
842,4.0,10.0,0.0,0.0
843,1.0,10.0,0.0,0.0
844,8.0,-8.0,5.0,0.0
845,1.0,10.0,0.0,0.0
846,1.0,10.0,0.0,0.0
847,1.0,10.0,0.0,0.0
848,3.0,-2.0,2.0,0.0
849,5.0,4.0,3.0,0.0
850,1.0,10.0,0.0,0.0
851,1.0,10.0,0.0,0.0
852,3.0,0.0,1.0,0.0
853,9.0,-4.0,7.0,0.0
854,1.0,10.0,0.0,0.0
855,1.0,10.0,0.0,0.0
856,2.0,0.0,1.0,0.0
857,1.0,10.0,0.0,0.0
858,1.0,10.0,0.0,0.0
859,1.0,10.0,0.0,0.0
860,3.0,8.0,1.0,0.0
861,5.0,4.0,3.0,0.0
862,1.0,10.0,0.0,0.0
863,3.0,8.0,1.0,0.0
864,1.0,10.0,0.0,0.0
865,1.0,10.0,0.0,0.0
866,2.0,0.0,1.0,0.0
867,1.0,10.0,0.0,0.0
868,1.0,10.0,0.0,0.0
869,1.0,10.0,0.0,0.0
870,1.0,10.0,0.0,0.0
871,1.0,10.0,0.0,0.0
872,1.0,10.0,0.0,0.0
873,1.0,10.0,0.0,0.0
874,1.0,10.0,0.0,0.0
875,4.0,6.0,2.0,0.0
876,1.0,10.0,0.0,0.0
877,3.0,8.0,1.0,0.0
878,1.0,10.0,0.0,0.0
879,2.0,8.0,1.0,0.0
880,2.0,8.0,1.0,0.0
881,11.0,-16.0,8.0,0.0
882,1.0,10.0,0.0,0.0
883,1.0,10.0,0.0,0.0
884,2.0,0.0,1.0,0.0
885,1.0,10.0,0.0,0.0
886,1.0,10.0,0.0,0.0
887,1.0,10.0,0.0,0.0
888,1.0,10.0,0.0,0.0
889,1.0,10.0,0.0,0.0
890,1.0,10.0,0.0,0.0
891,6.0,6.0,2.0,0.0
892,1.0,10.0,0.0,0.0
893,1.0,10.0,0.0,0.0
894,1.0,10.0,0.0,0.0
895,2.0,10.0,0.0,0.0
896,1.0,10.0,0.0,0.0
897,1.0,10.0,0.0,0.0
898,3.0,8.0,1.0,0.0
899,1.0,10.0,0.0,0.0
900,1.0,10.0,0.0,0.0
901,1.0,10.0,0.0,0.0
902,1.0,10.0,0.0,0.0
903,1.0,10.0,0.0,0.0
904,3.0,0.0,1.0,0.0
905,2.0,10.0,0.0,0.0
906,2.0,10.0,0.0,0.0
907,2.0,10.0,0.0,0.0
908,1.0,10.0,0.0,0.0
909,2.0,10.0,0.0,0.0
910,1.0,10.0,0.0,0.0
911,1.0,10.0,0.0,0.0
912,2.0,8.0,1.0,0.0
913,1.0,10.0,0.0,0.0
914,1.0,10.0,0.0,0.0
915,4.0,10.0,0.0,0.0
916,1.0,10.0,0.0,0.0
917,9.0,-8.0,5.0,0.0
918,1.0,10.0,0.0,0.0
919,2.0,0.0,1.0,0.0
920,2.0,10.0,0.0,0.0
921,1.0,10.0,0.0,0.0
922,1.0,10.0,0.0,0.0
923,1.0,10.0,0.0,0.0
924,1.0,10.0,0.0,0.0
925,1.0,10.0,0.0,0.0
926,2.0,10.0,0.0,0.0
927,3.0,8.0,1.0,0.0
928,11.0,-12.0,6.0,0.0
929,1.0,10.0,0.0,0.0
930,11.0,-6.0,3.0,0.0
931,1.0,10.0,0.0,0.0
932,1.0,10.0,0.0,0.0
933,11.0,-16.0,8.0,0.0
934,9.0,-16.0,5.0,0.0
935,1.0,10.0,0.0,0.0
936,2.0,10.0,0.0,0.0
937,3.0,8.0,1.0,0.0
938,5.0,6.0,2.0,0.0
939,1.0,10.0,0.0,0.0
940,1.0,10.0,0.0,0.0
941,1.0,10.0,0.0,0.0
942,2.0,10.0,0.0,0.0
943,2.0,10.0,0.0,0.0
944,11.0,-14.0,7.0,0.0
945,1.0,10.0,0.0,0.0
946,1.0,10.0,0.0,0.0
947,1.0,10.0,0.0,0.0
948,1.0,10.0,0.0,0.0
949,2.0,10.0,0.0,0.0
950,6.0,4.0,3.0,0.0
951,4.0,-2.0,2.0,0.0
952,4.0,8.0,1.0,0.0
953,1.0,10.0,0.0,0.0
954,2.0,10.0,0.0,0.0
955,4.0,8.0,1.0,0.0
956,1.0,10.0,0.0,0.0
957,1.0,10.0,0.0,0.0
958,1.0,10.0,0.0,0.0
959,2.0,10.0,0.0,0.0
960,1.0,10.0,0.0,0.0
961,1.0,10.0,0.0,0.0
962,1.0,10.0,0.0,0.0
963,1.0,10.0,0.0,0.0
964,1.0,10.0,0.0,0.0
965,1.0,10.0,0.0,0.0
966,1.0,10.0,0.0,0.0
967,2.0,10.0,0.0,0.0
968,1.0,10.0,0.0,0.0
969,2.0,10.0,0.0,0.0
970,1.0,10.0,0.0,0.0
971,7.0,6.0,2.0,0.0
972,1.0,10.0,0.0,0.0
973,1.0,10.0,0.0,0.0
974,1.0,10.0,0.0,0.0
975,1.0,10.0,0.0,0.0
976,1.0,10.0,0.0,0.0
977,2.0,0.0,1.0,0.0
978,1.0,10.0,0.0,0.0
979,2.0,10.0,0.0,0.0
980,1.0,10.0,0.0,0.0
981,7.0,4.0,3.0,0.0
982,1.0,10.0,0.0,0.0
983,1.0,10.0,0.0,0.0
984,1.0,10.0,0.0,0.0
985,2.0,8.0,1.0,0.0
986,1.0,10.0,0.0,0.0
987,2.0,10.0,0.0,0.0
988,7.0,6.0,2.0,0.0
989,1.0,10.0,0.0,0.0
990,2.0,10.0,0.0,0.0
991,1.0,10.0,0.0,0.0
992,1.0,10.0,0.0,0.0
993,1.0,10.0,0.0,0.0
994,2.0,10.0,0.0,0.0
995,1.0,10.0,0.0,0.0
996,3.0,10.0,0.0,0.0
997,1.0,10.0,0.0,0.0
998,2.0,10.0,0.0,0.0
999,2.0,10.0,0.0,0.0
1000,3.0,-2.0,2.0,0.0
1001,2.0,10.0,0.0,0.0
1002,1.0,10.0,0.0,0.0
1003,1.0,10.0,0.0,0.0
1004,2.0,8.0,1.0,0.0
1005,1.0,10.0,0.0,0.0
1006,1.0,10.0,0.0,0.0
1007,2.0,8.0,1.0,0.0
1008,1.0,10.0,0.0,0.0
1009,1.0,10.0,0.0,0.0
1010,1.0,10.0,0.0,0.0
1011,1.0,10.0,0.0,0.0
1012,1.0,10.0,0.0,0.0
1013,1.0,10.0,0.0,0.0
1014,1.0,10.0,0.0,0.0
1015,5.0,-4.0,3.0,0.0
1016,1.0,10.0,0.0,0.0
1017,2.0,10.0,0.0,0.0
1018,2.0,0.0,1.0,0.0
1019,1.0,10.0,0.0,0.0
1020,5.0,4.0,3.0,0.0
1021,2.0,10.0,0.0,0.0
1022,1.0,10.0,0.0,0.0
1023,2.0,8.0,1.0,0.0
1024,1.0,10.0,0.0,0.0
1025,1.0,10.0,0.0,0.0
1026,1.0,10.0,0.0,0.0
1027,1.0,10.0,0.0,0.0
1028,11.0,-16.0,8.0,0.0
1029,2.0,10.0,0.0,0.0
1030,2.0,10.0,0.0,0.0
1031,2.0,10.0,0.0,0.0
1032,6.0,-4.0,3.0,0.0
1033,2.0,0.0,1.0,0.0
1034,1.0,10.0,0.0,0.0
1035,1.0,10.0,0.0,0.0
1036,4.0,-2.0,2.0,0.0
1037,3.0,0.0,1.0,0.0
1038,2.0,8.0,1.0,0.0
1039,1.0,10.0,0.0,0.0
1040,1.0,10.0,0.0,0.0
1041,11.0,-26.0,9.0,0.0
1042,2.0,10.0,0.0,0.0
1043,2.0,10.0,0.0,0.0
1044,1.0,10.0,0.0,0.0
1045,1.0,10.0,0.0,0.0
1046,2.0,10.0,0.0,0.0
1047,1.0,10.0,0.0,0.0
1048,1.0,10.0,0.0,0.0
1049,1.0,10.0,0.0,0.0
1050,1.0,10.0,0.0,0.0
1051,1.0,10.0,0.0,0.0
1052,11.0,-22.0,7.0,0.0
1053,1.0,10.0,0.0,0.0
1054,3.0,8.0,1.0,0.0
1055,2.0,10.0,0.0,0.0
1056,1.0,10.0,0.0,0.0
1057,1.0,10.0,0.0,0.0
1058,1.0,10.0,0.0,0.0
1059,2.0,10.0,0.0,0.0
1060,1.0,10.0,0.0,0.0
1061,1.0,10.0,0.0,0.0
1062,2.0,8.0,1.0,0.0
1063,2.0,8.0,1.0,0.0
1064,2.0,10.0,0.0,0.0
1065,1.0,10.0,0.0,0.0
1066,2.0,10.0,0.0,0.0
1067,1.0,10.0,0.0,0.0
1068,3.0,10.0,0.0,0.0
1069,4.0,6.0,2.0,0.0
1070,1.0,10.0,0.0,0.0
1071,1.0,10.0,0.0,0.0
1072,1.0,10.0,0.0,0.0
1073,1.0,10.0,0.0,0.0
1074,1.0,10.0,0.0,0.0
1075,1.0,10.0,0.0,0.0
1076,1.0,10.0,0.0,0.0
1077,5.0,8.0,1.0,0.0
1078,3.0,0.0,1.0,0.0
1079,1.0,10.0,0.0,0.0
1080,1.0,10.0,0.0,0.0
1081,1.0,10.0,0.0,0.0
1082,1.0,10.0,0.0,0.0
1083,1.0,10.0,0.0,0.0
1084,4.0,8.0,1.0,0.0
1085,1.0,10.0,0.0,0.0
1086,1.0,10.0,0.0,0.0
1087,3.0,10.0,0.0,0.0
1088,11.0,-10.0,5.0,0.0
1089,1.0,10.0,0.0,0.0
1090,1.0,10.0,0.0,0.0
1091,1.0,10.0,0.0,0.0
1092,1.0,10.0,0.0,0.0
1093,1.0,10.0,0.0,0.0
1094,3.0,8.0,1.0,0.0
1095,1.0,10.0,0.0,0.0
1096,1.0,10.0,0.0,0.0
1097,2.0,10.0,0.0,0.0
1098,1.0,10.0,0.0,0.0
1099,6.0,4.0,3.0,0.0
1100,1.0,10.0,0.0,0.0
1101,1.0,10.0,0.0,0.0
1102,1.0,10.0,0.0,0.0
1103,1.0,10.0,0.0,0.0
1104,1.0,10.0,0.0,0.0
1105,1.0,10.0,0.0,0.0
1106,2.0,10.0,0.0,0.0
1107,11.0,-16.0,8.0,0.0
1108,2.0,10.0,0.0,0.0
1109,1.0,10.0,0.0,0.0
1110,1.0,10.0,0.0,0.0
1111,1.0,10.0,0.0,0.0
1112,4.0,6.0,2.0,0.0
1113,1.0,10.0,0.0,0.0
1114,1.0,10.0,0.0,0.0
1115,2.0,10.0,0.0,0.0
1116,1.0,10.0,0.0,0.0
1117,1.0,10.0,0.0,0.0
1118,3.0,-10.0,2.0,0.0
1119,5.0,8.0,1.0,0.0
1120,2.0,8.0,1.0,0.0
1121,1.0,10.0,0.0,0.0
1122,1.0,10.0,0.0,0.0
1123,1.0,10.0,0.0,0.0
1124,3.0,8.0,1.0,0.0
1125,1.0,10.0,0.0,0.0
1126,1.0,10.0,0.0,0.0
1127,1.0,10.0,0.0,0.0
1128,1.0,10.0,0.0,0.0
1129,1.0,10.0,0.0,0.0
1130,3.0,8.0,1.0,0.0
1131,11.0,-14.0,7.0,0.0
1132,1.0,10.0,0.0,0.0
1133,1.0,10.0,0.0,0.0
1134,1.0,10.0,0.0,0.0
1135,2.0,8.0,1.0,0.0
1136,1.0,10.0,0.0,0.0
1137,2.0,0.0,1.0,0.0
1138,1.0,10.0,0.0,0.0
1139,1.0,10.0,0.0,0.0
1140,1.0,10.0,0.0,0.0
1141,2.0,8.0,1.0,0.0
1142,1.0,10.0,0.0,0.0
1143,2.0,10.0,0.0,0.0
1144,4.0,0.0,1.0,0.0
1145,1.0,10.0,0.0,0.0
1146,4.0,6.0,2.0,0.0
1147,3.0,8.0,1.0,0.0
1148,2.0,0.0,1.0,0.0
1149,1.0,10.0,0.0,0.0
1150,11.0,-18.0,9.0,0.0
1151,2.0,10.0,0.0,0.0
1152,1.0,10.0,0.0,0.0
1153,1.0,10.0,0.0,0.0
1154,1.0,10.0,0.0,0.0
1155,1.0,10.0,0.0,0.0
1156,1.0,10.0,0.0,0.0
1157,1.0,10.0,0.0,0.0
1158,1.0,10.0,0.0,0.0
1159,2.0,10.0,0.0,0.0
1160,1.0,10.0,0.0,0.0
1161,1.0,10.0,0.0,0.0
1162,5.0,6.0,2.0,0.0
1163,1.0,10.0,0.0,0.0
1164,1.0,10.0,0.0,0.0
1165,11.0,-8.0,4.0,0.0
1166,2.0,10.0,0.0,0.0
1167,1.0,10.0,0.0,0.0
1168,4.0,8.0,1.0,0.0
1169,1.0,10.0,0.0,0.0
1170,1.0,10.0,0.0,0.0
1171,2.0,10.0,0.0,0.0
1172,2.0,10.0,0.0,0.0
1173,11.0,-6.0,3.0,0.0
1174,1.0,10.0,0.0,0.0
1175,11.0,-22.0,7.0,0.0
1176,1.0,10.0,0.0,0.0
1177,1.0,10.0,0.0,0.0
1178,2.0,10.0,0.0,0.0
1179,1.0,10.0,0.0,0.0
1180,4.0,10.0,0.0,0.0
1181,3.0,8.0,1.0,0.0
1182,2.0,0.0,1.0,0.0
1183,1.0,10.0,0.0,0.0
1184,1.0,10.0,0.0,0.0
1185,2.0,0.0,1.0,0.0
1186,1.0,10.0,0.0,0.0
1187,1.0,10.0,0.0,0.0
1188,2.0,10.0,0.0,0.0
1189,1.0,10.0,0.0,0.0
1190,1.0,10.0,0.0,0.0
1191,1.0,10.0,0.0,0.0
1192,1.0,10.0,0.0,0.0
1193,2.0,10.0,0.0,0.0
1194,1.0,10.0,0.0,0.0
1195,2.0,10.0,0.0,0.0
1196,1.0,10.0,0.0,0.0
1197,1.0,10.0,0.0,0.0
1198,1.0,10.0,0.0,0.0
1199,1.0,10.0,0.0,0.0
1200,1.0,10.0,0.0,0.0
1201,1.0,10.0,0.0,0.0
1202,1.0,10.0,0.0,0.0
1203,3.0,8.0,1.0,0.0
1204,1.0,10.0,0.0,0.0
1205,1.0,10.0,0.0,0.0
1206,1.0,10.0,0.0,0.0
1207,1.0,10.0,0.0,0.0
1208,1.0,10.0,0.0,0.0
1209,2.0,10.0,0.0,0.0
1210,1.0,10.0,0.0,0.0
1211,1.0,10.0,0.0,0.0
1212,2.0,10.0,0.0,0.0
1213,1.0,10.0,0.0,0.0
1214,1.0,10.0,0.0,0.0
1215,1.0,10.0,0.0,0.0
1216,3.0,10.0,0.0,0.0
1217,1.0,10.0,0.0,0.0
1218,1.0,10.0,0.0,0.0
1219,1.0,10.0,0.0,0.0
1220,5.0,6.0,2.0,0.0
1221,1.0,10.0,0.0,0.0
1222,1.0,10.0,0.0,0.0
1223,2.0,0.0,1.0,0.0
1224,1.0,10.0,0.0,0.0
1225,1.0,10.0,0.0,0.0
1226,1.0,10.0,0.0,0.0
1227,7.0,-2.0,2.0,0.0
1228,1.0,10.0,0.0,0.0
1229,1.0,10.0,0.0,0.0
1230,2.0,10.0,0.0,0.0
1231,1.0,10.0,0.0,0.0
1232,1.0,10.0,0.0,0.0
1233,1.0,10.0,0.0,0.0
1234,2.0,10.0,0.0,0.0
1235,1.0,10.0,0.0,0.0
1236,4.0,6.0,2.0,0.0
1237,6.0,6.0,2.0,0.0
1238,10.0,-10.0,6.0,0.0
1239,1.0,10.0,0.0,0.0
1240,1.0,10.0,0.0,0.0
1241,1.0,10.0,0.0,0.0
1242,1.0,10.0,0.0,0.0
1243,2.0,10.0,0.0,0.0
1244,1.0,10.0,0.0,0.0
1245,1.0,10.0,0.0,0.0
1246,3.0,10.0,0.0,0.0
1247,1.0,10.0,0.0,0.0
1248,1.0,10.0,0.0,0.0
1249,2.0,8.0,1.0,0.0
1250,7.0,0.0,5.0,0.0
1251,1.0,10.0,0.0,0.0
1252,5.0,6.0,2.0,0.0
1253,1.0,10.0,0.0,0.0
1254,1.0,10.0,0.0,0.0
1255,2.0,10.0,0.0,0.0
1256,1.0,10.0,0.0,0.0
1257,1.0,10.0,0.0,0.0
1258,2.0,10.0,0.0,0.0
1259,1.0,10.0,0.0,0.0
1260,1.0,10.0,0.0,0.0
1261,2.0,10.0,0.0,0.0
1262,3.0,10.0,0.0,0.0
1263,1.0,10.0,0.0,0.0
1264,1.0,10.0,0.0,0.0
1265,1.0,10.0,0.0,0.0
1266,1.0,10.0,0.0,0.0
1267,2.0,10.0,0.0,0.0
1268,2.0,10.0,0.0,0.0
1269,1.0,10.0,0.0,0.0
1270,5.0,4.0,3.0,0.0
1271,11.0,-16.0,8.0,0.0
1272,1.0,10.0,0.0,0.0
1273,1.0,10.0,0.0,0.0
1274,1.0,10.0,0.0,0.0
1275,1.0,10.0,0.0,0.0
1276,1.0,10.0,0.0,0.0
1277,1.0,10.0,0.0,0.0
1278,1.0,10.0,0.0,0.0
1279,1.0,10.0,0.0,0.0
1280,1.0,10.0,0.0,0.0
1281,2.0,10.0,0.0,0.0
1282,1.0,10.0,0.0,0.0
1283,1.0,10.0,0.0,0.0
1284,1.0,10.0,0.0,0.0
1285,4.0,8.0,1.0,0.0
1286,1.0,10.0,0.0,0.0
1287,1.0,10.0,0.0,0.0
1288,1.0,10.0,0.0,0.0
1289,10.0,-4.0,7.0,0.0
1290,1.0,10.0,0.0,0.0
1291,1.0,10.0,0.0,0.0
1292,1.0,10.0,0.0,0.0
1293,1.0,10.0,0.0,0.0
1294,1.0,10.0,0.0,0.0
1295,1.0,10.0,0.0,0.0
1296,1.0,10.0,0.0,0.0
1297,1.0,10.0,0.0,0.0
1298,1.0,10.0,0.0,0.0
1299,1.0,10.0,0.0,0.0
1300,2.0,10.0,0.0,0.0
1301,1.0,10.0,0.0,0.0
1302,1.0,10.0,0.0,0.0
1303,1.0,10.0,0.0,0.0
1304,9.0,-12.0,7.0,0.0
1305,1.0,10.0,0.0,0.0
1306,3.0,8.0,1.0,0.0
1307,1.0,10.0,0.0,0.0
1308,3.0,8.0,1.0,0.0
1309,1.0,10.0,0.0,0.0
1310,1.0,10.0,0.0,0.0
1311,1.0,10.0,0.0,0.0
1312,10.0,-2.0,6.0,0.0
1313,3.0,10.0,0.0,0.0
1314,10.0,-22.0,4.0,0.0
1315,7.0,4.0,3.0,0.0
1316,1.0,10.0,0.0,0.0
1317,11.0,-22.0,7.0,0.0
1318,1.0,10.0,0.0,0.0
1319,4.0,6.0,2.0,0.0
1320,1.0,10.0,0.0,0.0
1321,1.0,10.0,0.0,0.0
1322,1.0,10.0,0.0,0.0
1323,1.0,10.0,0.0,0.0
1324,1.0,10.0,0.0,0.0
1325,1.0,10.0,0.0,0.0
1326,1.0,10.0,0.0,0.0
1327,1.0,10.0,0.0,0.0
1328,1.0,10.0,0.0,0.0
1329,1.0,10.0,0.0,0.0
1330,1.0,10.0,0.0,0.0
1331,9.0,-10.0,6.0,0.0
1332,1.0,10.0,0.0,0.0
1333,1.0,10.0,0.0,0.0
1334,1.0,10.0,0.0,0.0
1335,2.0,10.0,0.0,0.0
1336,1.0,10.0,0.0,0.0
1337,1.0,10.0,0.0,0.0
1338,1.0,10.0,0.0,0.0
1339,1.0,10.0,0.0,0.0
1340,1.0,10.0,0.0,0.0
1341,1.0,10.0,0.0,0.0
1342,2.0,10.0,0.0,0.0
1343,1.0,10.0,0.0,0.0
1344,1.0,10.0,0.0,0.0
1345,11.0,-16.0,8.0,0.0
1346,2.0,10.0,0.0,0.0
1347,2.0,10.0,0.0,0.0
1348,3.0,8.0,1.0,0.0
1349,1.0,10.0,0.0,0.0
1350,1.0,10.0,0.0,0.0
1351,1.0,10.0,0.0,0.0
1352,1.0,10.0,0.0,0.0
1353,3.0,8.0,1.0,0.0
1354,8.0,-8.0,5.0,0.0
1355,1.0,10.0,0.0,0.0
1356,1.0,10.0,0.0,0.0
1357,1.0,10.0,0.0,0.0
1358,1.0,10.0,0.0,0.0
1359,1.0,10.0,0.0,0.0
1360,2.0,10.0,0.0,0.0
1361,1.0,10.0,0.0,0.0
1362,1.0,10.0,0.0,0.0
1363,1.0,10.0,0.0,0.0
1364,1.0,10.0,0.0,0.0
1365,5.0,8.0,1.0,0.0
1366,2.0,10.0,0.0,0.0
1367,1.0,10.0,0.0,0.0
1368,3.0,8.0,1.0,0.0
1369,1.0,10.0,0.0,0.0
1370,6.0,6.0,2.0,0.0
1371,1.0,10.0,0.0,0.0
1372,4.0,6.0,2.0,0.0
1373,1.0,10.0,0.0,0.0
1374,2.0,10.0,0.0,0.0
1375,1.0,10.0,0.0,0.0
1376,4.0,8.0,1.0,0.0
1377,1.0,10.0,0.0,0.0
1378,1.0,10.0,0.0,0.0
1379,1.0,10.0,0.0,0.0
1380,11.0,-16.0,4.0,0.0
1381,1.0,10.0,0.0,0.0
1382,1.0,10.0,0.0,0.0
1383,5.0,4.0,3.0,0.0
1384,1.0,10.0,0.0,0.0
1385,1.0,10.0,0.0,0.0
1386,1.0,10.0,0.0,0.0
1387,1.0,10.0,0.0,0.0
1388,5.0,6.0,2.0,0.0
1389,1.0,10.0,0.0,0.0
1390,1.0,10.0,0.0,0.0
1391,1.0,10.0,0.0,0.0
1392,3.0,10.0,0.0,0.0
1393,9.0,-4.0,3.0,0.0
1394,2.0,10.0,0.0,0.0
1395,1.0,10.0,0.0,0.0
1396,1.0,10.0,0.0,0.0
1397,1.0,10.0,0.0,0.0
1398,2.0,0.0,1.0,0.0
1399,1.0,10.0,0.0,0.0
1400,4.0,6.0,2.0,0.0
1401,1.0,10.0,0.0,0.0
1402,1.0,10.0,0.0,0.0
1403,1.0,10.0,0.0,0.0
1404,1.0,10.0,0.0,0.0
1405,1.0,10.0,0.0,0.0
1406,1.0,10.0,0.0,0.0
1407,1.0,10.0,0.0,0.0
1408,2.0,10.0,0.0,0.0
1409,1.0,10.0,0.0,0.0
1410,11.0,-16.0,8.0,0.0
1411,1.0,10.0,0.0,0.0
1412,11.0,-12.0,6.0,0.0
1413,1.0,10.0,0.0,0.0
1414,1.0,10.0,0.0,0.0
1415,1.0,10.0,0.0,0.0
1416,1.0,10.0,0.0,0.0
1417,1.0,10.0,0.0,0.0
1418,1.0,10.0,0.0,0.0
1419,1.0,10.0,0.0,0.0
1420,1.0,10.0,0.0,0.0
1421,6.0,6.0,2.0,0.0
1422,1.0,10.0,0.0,0.0
1423,3.0,8.0,1.0,0.0
1424,1.0,10.0,0.0,0.0
1425,1.0,10.0,0.0,0.0
1426,1.0,10.0,0.0,0.0
