,el,er,ia,sr
1427,1.0,10.0,0.0,0.0
1428,1.0,10.0,0.0,0.0
1429,1.0,10.0,0.0,0.0
1430,11.0,-10.0,5.0,0.0
1431,11.0,-10.0,5.0,0.0
1432,5.0,4.0,3.0,0.0
1433,1.0,10.0,0.0,0.0
1434,11.0,-14.0,7.0,0.0
1435,1.0,10.0,0.0,0.0
1436,3.0,10.0,0.0,0.0
1437,1.0,10.0,0.0,0.0
1438,1.0,10.0,0.0,0.0
1439,2.0,10.0,0.0,0.0
1440,1.0,10.0,0.0,0.0
1441,1.0,10.0,0.0,0.0
1442,6.0,4.0,3.0,0.0
1443,1.0,10.0,0.0,0.0
1444,2.0,10.0,0.0,0.0
1445,1.0,10.0,0.0,0.0
1446,1.0,10.0,0.0,0.0
1447,2.0,10.0,0.0,0.0
1448,2.0,10.0,0.0,0.0
1449,2.0,8.0,1.0,0.0
1450,1.0,10.0,0.0,0.0
1451,3.0,0.0,1.0,0.0
1452,1.0,10.0,0.0,0.0
1453,2.0,0.0,1.0,0.0
1454,2.0,10.0,0.0,0.0
1455,1.0,10.0,0.0,0.0
1456,1.0,10.0,0.0,0.0
1457,11.0,-28.0,10.0,0.0
1458,4.0,8.0,1.0,0.0
1459,1.0,10.0,0.0,0.0
1460,1.0,10.0,0.0,0.0
1461,1.0,10.0,0.0,0.0
1462,1.0,10.0,0.0,0.0
1463,1.0,10.0,0.0,0.0
1464,1.0,10.0,0.0,0.0
1465,1.0,10.0,0.0,0.0
1466,1.0,10.0,0.0,0.0
1467,1.0,10.0,0.0,0.0
1468,1.0,10.0,0.0,0.0
1469,1.0,10.0,0.0,0.0
1470,4.0,6.0,2.0,0.0
1471,1.0,10.0,0.0,0.0
1472,1.0,10.0,0.0,0.0
1473,1.0,10.0,0.0,0.0
1474,1.0,10.0,0.0,0.0
1475,1.0,10.0,0.0,0.0
1476,5.0,4.0,3.0,0.0
1477,2.0,10.0,0.0,0.0
1478,2.0,10.0,0.0,0.0
1479,1.0,10.0,0.0,0.0
1480,1.0,10.0,0.0,0.0
1481,1.0,10.0,0.0,0.0
1482,1.0,10.0,0.0,0.0
1483,4.0,6.0,2.0,0.0
1484,2.0,8.0,1.0,0.0
1485,10.0,-6.0,4.0,0.0
1486,1.0,10.0,0.0,0.0
1487,1.0,10.0,0.0,0.0
1488,1.0,10.0,0.0,0.0
1489,1.0,10.0,0.0,0.0
1490,2.0,10.0,0.0,0.0
1491,1.0,10.0,0.0,0.0
1492,1.0,10.0,0.0,0.0
1493,1.0,10.0,0.0,0.0
1494,2.0,8.0,1.0,0.0
1495,1.0,10.0,0.0,0.0
1496,1.0,10.0,0.0,0.0
1497,3.0,8.0,1.0,0.0
1498,1.0,10.0,0.0,0.0
1499,2.0,10.0,0.0,0.0
1500,1.0,10.0,0.0,0.0
1501,1.0,10.0,0.0,0.0
1502,1.0,10.0,0.0,0.0
1503,3.0,8.0,1.0,0.0
1504,5.0,4.0,3.0,0.0
1505,2.0,10.0,0.0,0.0
1506,4.0,6.0,2.0,0.0
1507,11.0,-14.0,7.0,0.0
1508,1.0,10.0,0.0,0.0
1509,11.0,-16.0,8.0,0.0
1510,1.0,10.0,0.0,0.0
1511,1.0,10.0,0.0,0.0
1512,3.0,8.0,1.0,0.0
1513,11.0,-22.0,7.0,0.0
1514,1.0,10.0,0.0,0.0
1515,1.0,10.0,0.0,0.0
1516,4.0,6.0,2.0,0.0
1517,2.0,10.0,0.0,0.0
1518,5.0,-4.0,3.0,0.0
1519,6.0,4.0,3.0,0.0
1520,2.0,0.0,1.0,0.0
1521,1.0,10.0,0.0,0.0
1522,1.0,10.0,0.0,0.0
1523,2.0,10.0,0.0,0.0
1524,1.0,10.0,0.0,0.0
1525,1.0,10.0,0.0,0.0
1526,1.0,10.0,0.0,0.0
1527,1.0,10.0,0.0,0.0
1528,1.0,10.0,0.0,0.0
1529,3.0,8.0,1.0,0.0
1530,2.0,10.0,0.0,0.0
1531,1.0,10.0,0.0,0.0
1532,2.0,10.0,0.0,0.0
1533,3.0,10.0,0.0,0.0
1534,1.0,10.0,0.0,0.0
1535,2.0,0.0,1.0,0.0
1536,1.0,10.0,0.0,0.0
1537,4.0,6.0,2.0,0.0
1538,1.0,10.0,0.0,0.0
1539,2.0,8.0,1.0,0.0
1540,1.0,10.0,0.0,0.0
1541,1.0,10.0,0.0,0.0
1542,1.0,10.0,0.0,0.0
1543,7.0,6.0,2.0,0.0
1544,1.0,10.0,0.0,0.0
1545,3.0,0.0,1.0,0.0
1546,1.0,10.0,0.0,0.0
1547,11.0,-14.0,7.0,0.0
1548,3.0,8.0,1.0,0.0
1549,1.0,10.0,0.0,0.0
1550,1.0,10.0,0.0,0.0
1551,1.0,10.0,0.0,0.0
1552,1.0,10.0,0.0,0.0
1553,2.0,10.0,0.0,0.0
1554,11.0,-16.0,8.0,0.0
1555,1.0,10.0,0.0,0.0
1556,1.0,10.0,0.0,0.0
1557,1.0,10.0,0.0,0.0
1558,2.0,10.0,0.0,0.0
1559,1.0,10.0,0.0,0.0
1560,9.0,-2.0,6.0,0.0
1561,2.0,8.0,1.0,0.0
1562,4.0,6.0,2.0,0.0
1563,1.0,10.0,0.0,0.0
1564,1.0,10.0,0.0,0.0
1565,2.0,10.0,0.0,0.0
1566,1.0,10.0,0.0,0.0
1567,1.0,10.0,0.0,0.0
1568,1.0,10.0,0.0,0.0
1569,1.0,10.0,0.0,0.0
1570,11.0,-10.0,5.0,0.0
1571,1.0,10.0,0.0,0.0
1572,3.0,8.0,1.0,0.0
1573,1.0,10.0,0.0,0.0
1574,7.0,-10.0,2.0,0.0
1575,1.0,10.0,0.0,0.0
1576,1.0,10.0,0.0,0.0
1577,1.0,10.0,0.0,0.0
1578,2.0,10.0,0.0,0.0
1579,1.0,10.0,0.0,0.0
1580,5.0,6.0,2.0,0.0
1581,2.0,10.0,0.0,0.0
1582,1.0,10.0,0.0,0.0
1583,1.0,10.0,0.0,0.0
1584,1.0,10.0,0.0,0.0
1585,1.0,10.0,0.0,0.0
1586,1.0,10.0,0.0,0.0
1587,1.0,10.0,0.0,0.0
1588,1.0,10.0,0.0,0.0
1589,1.0,10.0,0.0,0.0
1590,1.0,10.0,0.0,0.0
1591,1.0,10.0,0.0,0.0
1592,1.0,10.0,0.0,0.0
1593,1.0,10.0,0.0,0.0
1594,1.0,10.0,0.0,0.0
1595,1.0,10.0,0.0,0.0
1596,1.0,10.0,0.0,0.0
1597,2.0,10.0,0.0,0.0
1598,1.0,10.0,0.0,0.0
1599,2.0,10.0,0.0,0.0
1600,1.0,10.0,0.0,0.0
1601,3.0,8.0,1.0,0.0
1602,3.0,8.0,1.0,0.0
1603,1.0,10.0,0.0,0.0
1604,2.0,0.0,1.0,0.0
1605,1.0,10.0,0.0,0.0
1606,3.0,8.0,1.0,0.0
1607,1.0,10.0,0.0,0.0
1608,1.0,10.0,0.0,0.0
1609,11.0,-10.0,5.0,0.0
1610,3.0,8.0,1.0,0.0
1611,1.0,10.0,0.0,0.0
1612,2.0,0.0,1.0,0.0
1613,1.0,10.0,0.0,0.0
1614,1.0,10.0,0.0,0.0
1615,1.0,10.0,0.0,0.0
1616,1.0,10.0,0.0,0.0
1617,1.0,10.0,0.0,0.0
1618,1.0,10.0,0.0,0.0
1619,1.0,10.0,0.0,0.0
1620,1.0,10.0,0.0,0.0
1621,6.0,-2.0,2.0,0.0
1622,1.0,10.0,0.0,0.0
1623,1.0,10.0,0.0,0.0
1624,1.0,10.0,0.0,0.0
1625,1.0,10.0,0.0,0.0
1626,1.0,10.0,0.0,0.0
1627,1.0,10.0,0.0,0.0
1628,1.0,10.0,0.0,0.0
1629,1.0,10.0,0.0,0.0
1630,1.0,10.0,0.0,0.0
1631,1.0,10.0,0.0,0.0
1632,1.0,10.0,0.0,0.0
1633,6.0,6.0,2.0,0.0
1634,1.0,10.0,0.0,0.0
1635,11.0,-18.0,9.0,0.0
1636,2.0,10.0,0.0,0.0
1637,1.0,10.0,0.0,0.0
1638,1.0,10.0,0.0,0.0
1639,1.0,10.0,0.0,0.0
1640,1.0,10.0,0.0,0.0
1641,1.0,10.0,0.0,0.0
1642,1.0,10.0,0.0,0.0
1643,11.0,-12.0,6.0,0.0
1644,3.0,8.0,1.0,0.0
1645,11.0,-20.0,10.0,0.0
1646,3.0,8.0,1.0,0.0
1647,1.0,10.0,0.0,0.0
1648,1.0,10.0,0.0,0.0
1649,1.0,10.0,0.0,0.0
1650,1.0,10.0,0.0,0.0
1651,1.0,10.0,0.0,0.0
1652,2.0,10.0,0.0,0.0
1653,1.0,10.0,0.0,0.0
1654,1.0,10.0,0.0,0.0
1655,1.0,10.0,0.0,0.0
1656,1.0,10.0,0.0,0.0
1657,1.0,10.0,0.0,0.0
1658,1.0,10.0,0.0,0.0
1659,1.0,10.0,0.0,0.0
1660,1.0,10.0,0.0,0.0
1661,1.0,10.0,0.0,0.0
1662,3.0,0.0,1.0,0.0
1663,1.0,10.0,0.0,0.0
1664,1.0,10.0,0.0,0.0
1665,8.0,-6.0,4.0,0.0
1666,1.0,10.0,0.0,0.0
1667,1.0,10.0,0.0,0.0
1668,2.0,8.0,1.0,0.0
1669,1.0,10.0,0.0,0.0
1670,1.0,10.0,0.0,0.0
1671,1.0,10.0,0.0,0.0
1672,1.0,10.0,0.0,0.0
1673,1.0,10.0,0.0,0.0
1674,1.0,10.0,0.0,0.0
1675,1.0,10.0,0.0,0.0
1676,1.0,10.0,0.0,0.0
1677,1.0,10.0,0.0,0.0
1678,1.0,10.0,0.0,0.0
1679,1.0,10.0,0.0,0.0
1680,1.0,10.0,0.0,0.0
1681,1.0,10.0,0.0,0.0
1682,1.0,10.0,0.0,0.0
1683,1.0,10.0,0.0,0.0
1684,1.0,10.0,0.0,0.0
1685,1.0,10.0,0.0,0.0
1686,3.0,0.0,1.0,0.0
1687,1.0,10.0,0.0,0.0
1688,2.0,10.0,0.0,0.0
1689,1.0,10.0,0.0,0.0
1690,1.0,10.0,0.0,0.0
1691,1.0,10.0,0.0,0.0
1692,2.0,10.0,0.0,0.0
1693,1.0,10.0,0.0,0.0
1694,1.0,10.0,0.0,0.0
1695,1.0,10.0,0.0,0.0
1696,10.0,-12.0,3.0,0.0
1697,11.0,-18.0,9.0,0.0
1698,1.0,10.0,0.0,0.0
1699,11.0,-18.0,9.0,0.0
1700,2.0,8.0,1.0,0.0
1701,1.0,10.0,0.0,0.0
1702,1.0,10.0,0.0,0.0
1703,1.0,10.0,0.0,0.0
1704,3.0,0.0,1.0,0.0
1705,1.0,10.0,0.0,0.0
1706,1.0,10.0,0.0,0.0
1707,1.0,10.0,0.0,0.0
1708,1.0,10.0,0.0,0.0
1709,1.0,10.0,0.0,0.0
1710,1.0,10.0,0.0,0.0
1711,1.0,10.0,0.0,0.0
1712,1.0,10.0,0.0,0.0
1713,2.0,10.0,0.0,0.0
1714,1.0,10.0,0.0,0.0
1715,1.0,10.0,0.0,0.0
1716,1.0,10.0,0.0,0.0
1717,7.0,-2.0,2.0,0.0
1718,1.0,10.0,0.0,0.0
1719,1.0,10.0,0.0,0.0
1720,1.0,10.0,0.0,0.0
1721,1.0,10.0,0.0,0.0
1722,1.0,10.0,0.0,0.0
1723,3.0,10.0,0.0,0.0
1724,1.0,10.0,0.0,0.0
1725,2.0,10.0,0.0,0.0
1726,4.0,6.0,2.0,0.0
1727,3.0,8.0,1.0,0.0
1728,2.0,10.0,0.0,0.0
1729,1.0,10.0,0.0,0.0
1730,1.0,10.0,0.0,0.0
1731,1.0,10.0,0.0,0.0
1732,1.0,10.0,0.0,0.0
1733,1.0,10.0,0.0,0.0
1734,1.0,10.0,0.0,0.0
1735,11.0,-16.0,8.0,0.0
1736,1.0,10.0,0.0,0.0
1737,1.0,10.0,0.0,0.0
1738,1.0,10.0,0.0,0.0
1739,1.0,10.0,0.0,0.0
1740,2.0,10.0,0.0,0.0
1741,1.0,10.0,0.0,0.0
1742,1.0,10.0,0.0,0.0
1743,3.0,10.0,0.0,0.0
1744,6.0,6.0,2.0,0.0
1745,2.0,10.0,0.0,0.0
1746,1.0,10.0,0.0,0.0
1747,11.0,-18.0,9.0,0.0
1748,1.0,10.0,0.0,0.0
1749,11.0,-14.0,7.0,0.0
1750,1.0,10.0,0.0,0.0
1751,2.0,10.0,0.0,0.0
1752,2.0,10.0,0.0,0.0
1753,1.0,10.0,0.0,0.0
1754,1.0,10.0,0.0,0.0
1755,2.0,10.0,0.0,0.0
1756,1.0,10.0,0.0,0.0
1757,1.0,10.0,0.0,0.0
1758,1.0,10.0,0.0,0.0
1759,1.0,10.0,0.0,0.0
1760,2.0,10.0,0.0,0.0
1761,1.0,10.0,0.0,0.0
1762,1.0,10.0,0.0,0.0
1763,1.0,10.0,0.0,0.0
1764,1.0,10.0,0.0,0.0
1765,1.0,10.0,0.0,0.0
1766,5.0,6.0,2.0,0.0
1767,2.0,10.0,0.0,0.0
1768,7.0,-2.0,2.0,0.0
1769,3.0,0.0,1.0,0.0
1770,2.0,10.0,0.0,0.0
1771,1.0,10.0,0.0,0.0
1772,2.0,10.0,0.0,0.0
1773,3.0,10.0,0.0,0.0
1774,1.0,10.0,0.0,0.0
1775,1.0,10.0,0.0,0.0
1776,3.0,-10.0,2.0,0.0
1777,11.0,-10.0,5.0,0.0
1778,4.0,10.0,0.0,0.0
1779,1.0,10.0,0.0,0.0
1780,11.0,-10.0,6.0,0.0
1781,1.0,10.0,0.0,0.0
1782,1.0,10.0,0.0,0.0
1783,1.0,10.0,0.0,0.0
1784,1.0,10.0,0.0,0.0
1785,1.0,10.0,0.0,0.0
1786,1.0,10.0,0.0,0.0
1787,1.0,10.0,0.0,0.0
1788,1.0,10.0,0.0,0.0
1789,2.0,10.0,0.0,0.0
1790,1.0,10.0,0.0,0.0
1791,11.0,-12.0,6.0,0.0
1792,2.0,10.0,0.0,0.0
1793,1.0,10.0,0.0,0.0
1794,1.0,10.0,0.0,0.0
1795,3.0,8.0,1.0,0.0
1796,1.0,10.0,0.0,0.0
1797,4.0,0.0,1.0,0.0
1798,1.0,10.0,0.0,0.0
1799,2.0,10.0,0.0,0.0
1800,11.0,-18.0,9.0,0.0
1801,1.0,10.0,0.0,0.0
1802,1.0,10.0,0.0,0.0
1803,11.0,-4.0,7.0,0.0
1804,5.0,6.0,2.0,0.0
1805,1.0,10.0,0.0,0.0
1806,11.0,-6.0,3.0,0.0
1807,1.0,10.0,0.0,0.0
1808,1.0,10.0,0.0,0.0
1809,1.0,10.0,0.0,0.0
1810,1.0,10.0,0.0,0.0
1811,1.0,10.0,0.0,0.0
1812,1.0,10.0,0.0,0.0
1813,1.0,10.0,0.0,0.0
1814,2.0,10.0,0.0,0.0
1815,1.0,10.0,0.0,0.0
1816,1.0,10.0,0.0,0.0
1817,1.0,10.0,0.0,0.0
1818,3.0,0.0,1.0,0.0
1819,6.0,6.0,2.0,0.0
1820,1.0,10.0,0.0,0.0
1821,1.0,10.0,0.0,0.0
1822,1.0,10.0,0.0,0.0
1823,2.0,10.0,0.0,0.0
1824,1.0,10.0,0.0,0.0
1825,11.0,-12.0,6.0,0.0
1826,1.0,10.0,0.0,0.0
1827,1.0,10.0,0.0,0.0
1828,1.0,10.0,0.0,0.0
1829,6.0,-2.0,2.0,0.0
1830,1.0,10.0,0.0,0.0
1831,11.0,-22.0,7.0,0.0
1832,1.0,10.0,0.0,0.0
1833,5.0,2.0,4.0,0.0
1834,1.0,10.0,0.0,0.0
1835,1.0,10.0,0.0,0.0
1836,3.0,0.0,1.0,0.0
1837,1.0,10.0,0.0,0.0
1838,1.0,10.0,0.0,0.0
1839,1.0,10.0,0.0,0.0
1840,1.0,10.0,0.0,0.0
1841,1.0,10.0,0.0,0.0
1842,11.0,-14.0,7.0,0.0
1843,1.0,10.0,0.0,0.0
1844,1.0,10.0,0.0,0.0
1845,1.0,10.0,0.0,0.0
1846,11.0,-12.0,7.0,0.0
1847,3.0,8.0,1.0,0.0
1848,2.0,0.0,1.0,0.0
1849,1.0,10.0,0.0,0.0
1850,1.0,10.0,0.0,0.0
1851,11.0,-12.0,6.0,0.0
1852,1.0,10.0,0.0,0.0
1853,1.0,10.0,0.0,0.0
1854,3.0,10.0,0.0,0.0
1855,1.0,10.0,0.0,0.0
1856,4.0,10.0,0.0,0.0
1857,1.0,10.0,0.0,0.0
1858,1.0,10.0,0.0,0.0
1859,1.0,10.0,0.0,0.0
1860,1.0,10.0,0.0,0.0
1861,1.0,10.0,0.0,0.0
1862,3.0,10.0,0.0,0.0
1863,1.0,10.0,0.0,0.0
1864,2.0,10.0,0.0,0.0
1865,11.0,-16.0,8.0,0.0
1866,1.0,10.0,0.0,0.0
1867,5.0,6.0,2.0,0.0
1868,1.0,10.0,0.0,0.0
1869,1.0,10.0,0.0,0.0
1870,1.0,10.0,0.0,0.0
1871,3.0,10.0,0.0,0.0
1872,1.0,10.0,0.0,0.0
1873,3.0,8.0,1.0,0.0
1874,11.0,-18.0,9.0,0.0
1875,11.0,-12.0,6.0,0.0
1876,5.0,6.0,2.0,0.0
1877,11.0,-16.0,8.0,0.0
1878,2.0,10.0,0.0,0.0
1879,1.0,10.0,0.0,0.0
1880,1.0,10.0,0.0,0.0
1881,1.0,10.0,0.0,0.0
1882,1.0,10.0,0.0,0.0
1883,1.0,10.0,0.0,0.0
1884,1.0,10.0,0.0,0.0
1885,1.0,10.0,0.0,0.0
1886,1.0,10.0,0.0,0.0
1887,11.0,-16.0,8.0,0.0
1888,1.0,10.0,0.0,0.0
1889,2.0,10.0,0.0,0.0
1890,2.0,10.0,0.0,0.0
1891,1.0,10.0,0.0,0.0
1892,1.0,10.0,0.0,0.0
1893,1.0,10.0,0.0,0.0
1894,1.0,10.0,0.0,0.0
1895,1.0,10.0,0.0,0.0
1896,1.0,10.0,0.0,0.0
1897,1.0,10.0,0.0,0.0
1898,1.0,10.0,0.0,0.0
1899,3.0,10.0,0.0,0.0
1900,1.0,10.0,0.0,0.0
1901,1.0,10.0,0.0,0.0
1902,1.0,10.0,0.0,0.0
1903,1.0,10.0,0.0,0.0
1904,2.0,10.0,0.0,0.0
1905,1.0,10.0,0.0,0.0
1906,1.0,10.0,0.0,0.0
1907,1.0,10.0,0.0,0.0
1908,1.0,10.0,0.0,0.0
1909,1.0,10.0,0.0,0.0
1910,1.0,10.0,0.0,0.0
1911,11.0,-6.0,3.0,0.0
1912,7.0,-4.0,3.0,0.0
1913,2.0,10.0,0.0,0.0
1914,2.0,10.0,0.0,0.0
1915,10.0,4.0,3.0,0.0
1916,1.0,10.0,0.0,0.0
1917,1.0,10.0,0.0,0.0
1918,4.0,-2.0,2.0,0.0
1919,2.0,10.0,0.0,0.0
1920,1.0,10.0,0.0,0.0
1921,1.0,10.0,0.0,0.0
1922,1.0,10.0,0.0,0.0
1923,1.0,10.0,0.0,0.0
1924,1.0,10.0,0.0,0.0
1925,1.0,10.0,0.0,0.0
1926,1.0,10.0,0.0,0.0
1927,1.0,10.0,0.0,0.0
1928,1.0,10.0,0.0,0.0
1929,2.0,10.0,0.0,0.0
1930,1.0,10.0,0.0,0.0
1931,2.0,10.0,0.0,0.0
1932,1.0,10.0,0.0,0.0
1933,2.0,0.0,1.0,0.0
1934,1.0,10.0,0.0,0.0
1935,2.0,10.0,0.0,0.0
1936,2.0,10.0,0.0,0.0
1937,2.0,10.0,0.0,0.0
1938,2.0,10.0,0.0,0.0
1939,11.0,-22.0,7.0,0.0
1940,1.0,10.0,0.0,0.0
1941,1.0,10.0,0.0,0.0
1942,2.0,10.0,0.0,0.0
1943,1.0,10.0,0.0,0.0
1944,1.0,10.0,0.0,0.0
1945,1.0,10.0,0.0,0.0
1946,1.0,10.0,0.0,0.0
1947,4.0,6.0,2.0,0.0
1948,7.0,8.0,1.0,0.0
1949,1.0,10.0,0.0,0.0
1950,11.0,-32.0,8.0,0.0
1951,1.0,10.0,0.0,0.0
1952,1.0,10.0,0.0,0.0
1953,1.0,10.0,0.0,0.0
1954,2.0,10.0,0.0,0.0
1955,11.0,-20.0,6.0,0.0
1956,1.0,10.0,0.0,0.0
1957,1.0,10.0,0.0,0.0
1958,11.0,-8.0,4.0,0.0
1959,1.0,10.0,0.0,0.0
1960,1.0,10.0,0.0,0.0
1961,1.0,10.0,0.0,0.0
1962,2.0,0.0,1.0,0.0
1963,3.0,8.0,1.0,0.0
1964,2.0,10.0,0.0,0.0
1965,1.0,10.0,0.0,0.0
1966,1.0,10.0,0.0,0.0
1967,1.0,10.0,0.0,0.0
1968,3.0,0.0,1.0,0.0
1969,11.0,-14.0,7.0,0.0
1970,2.0,0.0,1.0,0.0
1971,3.0,8.0,1.0,0.0
1972,1.0,10.0,0.0,0.0
1973,11.0,-24.0,8.0,0.0
1974,1.0,10.0,0.0,0.0
1975,1.0,10.0,0.0,0.0
1976,1.0,10.0,0.0,0.0
1977,3.0,8.0,1.0,0.0
1978,1.0,10.0,0.0,0.0
1979,1.0,10.0,0.0,0.0
1980,1.0,10.0,0.0,0.0
1981,1.0,10.0,0.0,0.0
1982,1.0,10.0,0.0,0.0
1983,1.0,10.0,0.0,0.0
1984,1.0,10.0,0.0,0.0
1985,1.0,10.0,0.0,0.0
1986,2.0,10.0,0.0,0.0
1987,1.0,10.0,0.0,0.0
1988,1.0,10.0,0.0,0.0
1989,2.0,10.0,0.0,0.0
1990,1.0,10.0,0.0,0.0
1991,2.0,10.0,0.0,0.0
1992,1.0,10.0,0.0,0.0
1993,1.0,10.0,0.0,0.0
1994,1.0,10.0,0.0,0.0
1995,1.0,10.0,0.0,0.0
1996,1.0,10.0,0.0,0.0
1997,1.0,10.0,0.0,0.0
1998,1.0,10.0,0.0,0.0
1999,1.0,10.0,0.0,0.0
2000,1.0,10.0,0.0,0.0
2001,1.0,10.0,0.0,0.0
2002,3.0,10.0,0.0,0.0
2003,2.0,10.0,0.0,0.0
2004,1.0,10.0,0.0,0.0
2005,2.0,10.0,0.0,0.0
2006,1.0,10.0,0.0,0.0
2007,1.0,10.0,0.0,0.0
2008,2.0,10.0,0.0,0.0
2009,1.0,10.0,0.0,0.0
2010,4.0,-2.0,2.0,0.0
2011,1.0,10.0,0.0,0.0
2012,1.0,10.0,0.0,0.0
2013,1.0,10.0,0.0,0.0
2014,1.0,10.0,0.0,0.0
2015,1.0,10.0,0.0,0.0
2016,1.0,10.0,0.0,0.0
2017,2.0,10.0,0.0,0.0
2018,1.0,10.0,0.0,0.0
2019,1.0,10.0,0.0,0.0
2020,1.0,10.0,0.0,0.0
2021,1.0,10.0,0.0,0.0
2022,11.0,-8.0,4.0,0.0
2023,2.0,0.0,1.0,0.0
2024,1.0,10.0,0.0,0.0
2025,1.0,10.0,0.0,0.0
2026,1.0,10.0,0.0,0.0
2027,1.0,10.0,0.0,0.0
2028,3.0,8.0,1.0,0.0
2029,3.0,0.0,1.0,0.0
2030,2.0,10.0,0.0,0.0
2031,2.0,10.0,0.0,0.0
2032,2.0,8.0,1.0,0.0
2033,2.0,10.0,0.0,0.0
2034,3.0,8.0,1.0,0.0
2035,1.0,10.0,0.0,0.0
2036,3.0,8.0,1.0,0.0
2037,1.0,10.0,0.0,0.0
2038,1.0,10.0,0.0,0.0
2039,2.0,10.0,0.0,0.0
2040,2.0,10.0,0.0,0.0
2041,11.0,-16.0,4.0,0.0
2042,2.0,10.0,0.0,0.0
2043,2.0,10.0,0.0,0.0
2044,4.0,-2.0,2.0,0.0
2045,2.0,10.0,0.0,0.0
2046,1.0,10.0,0.0,0.0
2047,2.0,0.0,1.0,0.0
2048,1.0,10.0,0.0,0.0
2049,1.0,10.0,0.0,0.0
2050,1.0,10.0,0.0,0.0
2051,2.0,10.0,0.0,0.0
2052,1.0,10.0,0.0,0.0
2053,1.0,10.0,0.0,0.0
2054,1.0,10.0,0.0,0.0
2055,1.0,10.0,0.0,0.0
2056,1.0,10.0,0.0,0.0
2057,1.0,10.0,0.0,0.0
2058,2.0,10.0,0.0,0.0
2059,1.0,10.0,0.0,0.0
2060,3.0,8.0,1.0,0.0
2061,1.0,10.0,0.0,0.0
2062,1.0,10.0,0.0,0.0
2063,1.0,10.0,0.0,0.0
2064,1.0,10.0,0.0,0.0
2065,3.0,8.0,1.0,0.0
2066,1.0,10.0,0.0,0.0
2067,2.0,8.0,1.0,0.0
2068,1.0,10.0,0.0,0.0
2069,1.0,10.0,0.0,0.0
2070,1.0,10.0,0.0,0.0
2071,3.0,-10.0,2.0,0.0
2072,2.0,10.0,0.0,0.0
2073,2.0,10.0,0.0,0.0
2074,2.0,10.0,0.0,0.0
2075,3.0,8.0,1.0,0.0
2076,2.0,10.0,0.0,0.0
2077,1.0,10.0,0.0,0.0
2078,1.0,10.0,0.0,0.0
2079,1.0,10.0,0.0,0.0
2080,11.0,-10.0,5.0,0.0
2081,2.0,10.0,0.0,0.0
2082,1.0,10.0,0.0,0.0
2083,2.0,10.0,0.0,0.0
2084,1.0,10.0,0.0,0.0
2085,1.0,10.0,0.0,0.0
2086,1.0,10.0,0.0,0.0
2087,1.0,10.0,0.0,0.0
2088,1.0,10.0,0.0,0.0
2089,1.0,10.0,0.0,0.0
2090,3.0,10.0,0.0,0.0
2091,1.0,10.0,0.0,0.0
2092,1.0,10.0,0.0,0.0
2093,1.0,10.0,0.0,0.0
2094,1.0,10.0,0.0,0.0
2095,2.0,8.0,1.0,0.0
2096,1.0,10.0,0.0,0.0
2097,1.0,10.0,0.0,0.0
2098,3.0,10.0,0.0,0.0
2099,1.0,10.0,0.0,0.0
2100,1.0,10.0,0.0,0.0
2101,5.0,6.0,2.0,0.0
2102,1.0,10.0,0.0,0.0
2103,1.0,10.0,0.0,0.0
2104,1.0,10.0,0.0,0.0
2105,1.0,10.0,0.0,0.0
2106,1.0,10.0,0.0,0.0
2107,1.0,10.0,0.0,0.0
2108,1.0,10.0,0.0,0.0
2109,1.0,10.0,0.0,0.0
2110,1.0,10.0,0.0,0.0
2111,2.0,10.0,0.0,0.0
2112,1.0,10.0,0.0,0.0
2113,1.0,10.0,0.0,0.0
